Id	CAS	SMILES	Status	Experimental value	Predicted value
397	764-13-6	C(C=C(C)C)=C(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
398	768-94-5	NC23(CC1CC(CC(C1)C2)C3)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
399	769-28-8	N#Cc1c(O)nc(cc1C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
400	771-60-8	Fc1c(F)c(F)c(N)c(F)c1(F)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-1 (less than 1 mg/l)
401	786-19-6	O(CC)P(OCC)(=S)SCSc1ccc(cc1)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
402	791-28-6	O=P(c1ccccc1)(c2ccccc2)c3ccccc3	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
403	818-61-1	O=C(OCCO)C=C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
404	818-72-4	C#CC(O)CCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
405	821-55-6	O=C(C)CCCCCCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
406	822-86-6	C1CCC(C(C1)Cl)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
407	831-82-3	Oc2ccc(Oc1ccccc1)cc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
408	868-77-9	O=C(OCCO)C(=C)C	Training	NON-Toxic (more than 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
409	872-31-1	c1cscc1Br	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
410	874-42-0	O=Cc1ccc(cc1Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
411	882-33-7	c1ccc(cc1)SSc2ccccc2	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
412	886-86-2	O=C(OCC)c1cccc(N)c1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
413	920-66-1	FC(F)(F)C(O)C(F)(F)F	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
414	924-41-4	OC(C=C)CC=C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
415	927-74-2	C#CCCO	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
416	928-96-1	OCCC=CCC	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
417	928-97-2	OCCC=CCC	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
418	932-16-1	O=C(c1cccn1C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
419	939-23-1	n1ccc(cc1)c2ccccc2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
420	945-51-7	O=S(c1ccccc1)c2ccccc2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
421	999-61-1	O=C(OCC(O)C)C=C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
422	1072-97-5	n1cc(ccc1N)Br	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
423	1080-32-6	O=P(OCC)(OCC)Cc1ccccc1	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
424	1122-54-9	O=C(c1ccncc1)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
425	1126-46-1	O=C(OC)c1ccc(cc1)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
426	1126-79-0	O(c1ccccc1)CCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
427	1129-35-7	N#Cc1ccc(cc1)C(=O)OC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
428	1198-55-6	Oc1c(O)c(c(c(c1Cl)Cl)Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-1 (less than 1 mg/l)
429	1204-21-3	O=C(c1cc(OC)ccc1(OC))CBr	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
430	1461-25-2	CCCC[Sn](CCCC)(CCCC)CCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
431	1482-15-1	C#CC(O)(C)C(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
432	1484-13-5	C=Cn2c3ccccc3(c1ccccc12)	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
433	1484-26-0	O(c1cccc(N)c1)Cc2ccccc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
434	1563-66-2	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
435	1634-04-4	O(C)C(C)(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
436	1647-16-1	C=CCCCCCCC=C	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
437	1689-82-3	Oc2ccc(N=Nc1ccccc1)cc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
438	1689-83-4	N#Cc1cc(c(O)c(c1)I)I	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
439	1689-84-5	N#Cc1cc(c(O)c(c1)Br)Br	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
440	1740-19-8	O=C(O)C2(C)(CCCC3(c1ccc(cc1CCC23)C(C)C)(C))	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
441	1745-81-9	Oc1ccccc1CC=C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
442	1746-23-2	C=Cc1ccc(cc1)C(C)(C)C	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
443	1761-61-1	O=Cc1cc(ccc1(O))Br	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
444	1871-57-4	C=C(CCl)CCl	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
445	1891-95-8	N#Cc1cc(c(O)c(c1)Cl)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
446	1962-75-0	O=C(OCCCC)c1ccc(cc1)C(=O)OCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
447	1965-09-9	Oc2ccc(Oc1ccc(O)cc1)cc2	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
448	2008-58-4	O=C(N)c1c(cccc1Cl)Cl	Training	NON-Toxic (more than 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
449	2016-57-1	NCCCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
450	2032-59-9	O=C(Oc1ccc(c(c1)C)N(C)C)NC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
451	2034-22-2	n1c([nH]c(c1Br)Br)Br	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
452	2104-64-5	O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
453	2117-11-5	C#CCC(O)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
454	2138-22-9	Oc1ccc(cc1(O))Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
455	2150-47-2	O=C(OC)c1ccc(O)cc1(O)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
456	2176-62-7	n1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
457	2216-51-5	OC1CC(C)CCC1(C(C)C)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
458	2232-08-8	O=S(=O)(c1ccc(cc1)C)n2cncc2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
459	2234-16-4	O=C(c1ccc(cc1Cl)Cl)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
460	2243-27-8	N#CCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
461	2357-47-3	Fc1ccc(N)cc1C(F)(F)F	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
462	2362-61-0	OC2CCCCC2(c1ccccc1)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
463	2370-63-0	O=C(OCCOCC)C(=C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
464	2416-94-6	Oc1c(ccc(c1C)C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
465	2437-25-4	N#CCCCCCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
466	2439-77-2	O=C(N)c1ccccc1(OC)	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
467	2447-79-2	O=C(N)c1ccc(cc1Cl)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
468	2455-24-5	O=C(OCC1OCCC1)C(=C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
469	2460-49-3	Oc1cc(c(cc1(OC))Cl)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
470	2495-37-6	O=C(OCc1ccccc1)C(=C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-1 (less than 1 mg/l)
471	2499-95-8	O=C(OCCCCCC)C=C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
472	2626-83-7	O=C(Oc1ccc(cc1)C(C)(C)C)NC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
473	2759-28-6	c1ccc(cc1)CN2CCNCC2	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
474	2859-67-8	OCCCc1cnccc1	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
475	2869-34-3	NCCCCCCCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
476	2894-51-1	O=C(c1ccc(cc1)Cl)c2ccccc2(N)	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
477	2905-69-3	O=C(OC)c1cc(ccc1Cl)Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
478	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
479	2973-76-4	O=Cc1cc(OC)c(O)c(c1)Br	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
480	3066-71-5	O=C(OC1CCCCC1)C=C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
481	3206-31-3	O=C(OCC)N(C(=O)OCC)C(=O)OCC	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
482	3428-24-8	Oc1cc(c(cc1(O))Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
483	3481-20-7	Nc1c(c(cc(c1Cl)Cl)Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
484	3558-69-8	n1c(cccc1c2ccccc2)c3ccccc3	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
485	3698-83-7	O=[N+]([O-])c1cc(c(cc1Cl)Cl)[N+](=O)[O-]	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
486	3944-76-1	O=CC(C)C(C)CC	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
487	4117-14-0	OCC#CCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
488	4214-79-3	Oc1ncc(cc1)Cl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
489	4253-89-8	CC(C)SSC(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
490	4460-86-0	O=Cc1cc(OC)c(OC)cc1(OC)	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
491	4655-34-9	O=C(OC(C)C)C(=C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
492	4798-44-1	OC(C=C)CCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
493	4901-51-3	Oc1cc(c(c(c1Cl)Cl)Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
494	4916-57-8	n1ccc(cc1)CCc2ccncc2	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
495	5217-47-0	O=C1N(C(N(C(=O)C1)CC)=S)CC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
496	5292-45-5	O=C(OC)c1ccc(C(=O)OC)c(c1)[N+](=O)[O-]	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
497	5331-91-9	n2c1cc(ccc1sc2S)Cl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
498	5372-81-6	O=C(OC)c1ccc(C(=O)OC)c(N)c1	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
499	5395-75-5	CCSCCSCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
500	5407-04-5	N(C)(C)CCCCl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
501	5465-65-6	O=C(c1ccc(c(c1)[N+](=O)[O-])Cl)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
502	5600-21-5	n1c(nc(cc1C)Cl)N	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
503	5673-07-4	O(c1cccc(OC)c1C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
504	5683-33-0	n1ccccc1N(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
505	5813-64-9	NCC(C)(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
506	5835-26-7	O=C(O)C1(C)(CCCC2(C)(C3C(=CCC12)CC(C=C)(C)CC3))	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
507	5922-60-1	N#Cc1cc(ccc1(N))Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
508	6001-64-5	OC(C)(C)C(Cl)(Cl)Cl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
509	6175-49-1	O=C(C)CCCCCCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
510	6203-18-5	O=CC=Cc1ccc(cc1)N(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
511	6284-83-9	O=[N+]([O-])c1c(cc(c(c1Cl)[N+](=O)[O-])Cl)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
512	6361-21-3	O=Cc1cc(ccc1Cl)[N+](=O)[O-]	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
513	6575-09-3	N#Cc1c(cccc1Cl)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
514	6602-32-0	Oc1cccnc1Br	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
515	6636-78-8	Oc1cccnc1Cl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
516	6921-29-5	C#CCN(CC#C)CC#C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
517	6948-86-3	O(CC)C(OCC)CN(C)CC(OCC)OCC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
518	7209-38-3	NCCCN1CCN(CC1)CCCN	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
519	7212-44-4	OC(C=C)(C)CCC=C(C)CCC=C(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
520	7250-67-1	N1(CCCC1)CCCl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
521	7307-55-3	NCCCCCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
522	7383-19-9	C#CC(O)CCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
523	10031-82-0	O=Cc1ccc(OCC)cc1	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
524	10293-06-8	O=C1C(C2CCC1(C)C2(C)(C))Br	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
525	10453-86-8	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
526	13071-79-9	O(CC)P(OCC)(=S)SCSC(C)(C)C	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
527	13209-15-9	c1ccc(c(c1)C(Br)Br)C(Br)Br	Training	Toxic-1 (less than 1 mg/l)	Toxic-3 (between 10 and 100 mg/l)
528	13608-87-2	O=C(c1ccc(c(c1Cl)Cl)Cl)C	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-1 (less than 1 mg/l)
529	13909-73-4	O=C(c1ccc(OC)c(OC)c1(OC))C	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
530	14064-10-9	O=C(OCC)C(C(=O)OCC)Cl	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
531	14321-27-8	c1ccc(cc1)CNCC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
532	14548-45-9	O=C(c1cnccc1)c2ccc(cc2)Br	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
533	14548-46-0	O=C(c1ccncc1)c2ccccc2	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
534	15045-43-9	O1C(C)(C)CCC1(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
535	15128-82-2	O=[N+]([O-])c1ncccc1(O)	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
536	15972-60-8	O=C(N(c1c(cccc1CC)CC)COC)CCl	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
537	16245-79-7	Nc1ccc(cc1)CCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
538	16752-77-5	O=C(ON=C(C)SC)NC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
539	16879-02-0	Oc1nc(ccc1)Cl	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
540	17584-12-2	n1nc(c(nc1N)C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
541	17754-90-4	O=Cc1ccc(cc1(O))N(CC)CC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-3 (between 10 and 100 mg/l)
542	18368-63-3	n1c(cccc1Cl)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
543	19549-98-5	C#CC(O)(C)CCC(C)C	Training	Toxic-3 (between 10 and 100 mg/l)	NON-Toxic (more than 100 mg/l)
544	20662-84-4	n1c(oc(c1C)C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
545	22104-62-7	O=C(C)C(C)CN(C)C	Training	Toxic-2 (between 1 and 10 mg/l)	NON-Toxic (more than 100 mg/l)
546	22726-00-7	O=C(N)c1cccc(c1)Br	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
547	23135-22-0	O=C(ON=C(C(=O)N(C)C)SC)NC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
548	24544-04-5	Nc1c(cccc1C(C)C)C(C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
549	29553-26-2	FC(F)C(F)(F)C(O)(C)C	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
550	33966-50-6	NC(C)CC	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
551	34274-04-9	O(c1cc(cc(OC)c1(OC))CNCCCOC)C	Training	NON-Toxic (more than 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
552	34723-82-5	O1CCCCC1CBr	Training	NON-Toxic (more than 100 mg/l)	NON-Toxic (more than 100 mg/l)
553	37529-30-9	Nc1ccc(cc1)CCCCCCCCCC	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
554	39905-57-2	O(c1ccc(N)cc1)CCCCCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
555	42087-80-9	O=C(OC)c1ccc(cc1[N+](=O)[O-])Cl	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
556	42454-06-8	O=Cc1cc(O)ccc1[N+](=O)[O-]	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-3 (between 10 and 100 mg/l)
557	51630-58-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
558	52645-53-1	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
559	54576-32-8	CCSCCCCSCC	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
560	55792-61-5	O=C(Nc1ccccc1(OCCCCCCCC))C	Training	Toxic-1 (less than 1 mg/l)	Toxic-2 (between 1 and 10 mg/l)
561	56108-12-4	O=C(N)c1ccc(cc1)C(C)(C)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
562	56348-40-4	CSCCCCCCSC	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
563	65337-13-5	C#CC(O)C	Training	Toxic-3 (between 10 and 100 mg/l)	Toxic-2 (between 1 and 10 mg/l)
564	69770-23-6	O=Cc2cccc(Oc1ccc(cc1)C(C)(C)C)c2	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
565	70124-77-5	N#CC(OC(=O)C(c1ccc(OC(F)F)cc1)C(C)C)c3cccc(Oc2ccccc2)c3	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
566	79124-76-8	O=Cc2cccc(Oc1ccc(c(c1)Cl)Cl)c2	Training	Toxic-1 (less than 1 mg/l)	Toxic-1 (less than 1 mg/l)
567	101836-92-4	O=[N+]([O-])c1cc(c2ccccc2(c1(O)))[N+](=O)[O-]	Training	Toxic-2 (between 1 and 10 mg/l)	Toxic-2 (between 1 and 10 mg/l)
